"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"T4G Nano","t4g.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0050 hourly","$0.0032 hourly","unavailable","unavailable","unavailable"
"T3 Nano","t3.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0063 hourly","$0.0040 hourly","unavailable","$0.0109 hourly","$0.0086 hourly"
"T4G Micro","t4g.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","$0.0100 hourly","$0.0063 hourly","unavailable","unavailable","unavailable"
"T3 Micro","t3.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","EBS only","Up to 5 Gigabit","$0.0125 hourly","$0.0079 hourly","unavailable","$0.0217 hourly","$0.0171 hourly"
"T4G Small","t4g.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0201 hourly","$0.0127 hourly","unavailable","unavailable","unavailable"
"T3 Small","t3.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0251 hourly","$0.0158 hourly","unavailable","$0.0435 hourly","$0.0342 hourly"
"T4G Medium","t4g.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0402 hourly","$0.0253 hourly","unavailable","unavailable","unavailable"
"C6G Medium","c6g.medium","2.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0425 hourly","$0.0268 hourly","unavailable","unavailable","unavailable"
"M6G Medium","m6g.medium","4.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0470 hourly","$0.0299 hourly","unavailable","unavailable","unavailable"
"T3 Medium","t3.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","EBS only","Up to 5 Gigabit","$0.0502 hourly","$0.0316 hourly","unavailable","$0.0686 hourly","$0.0500 hourly"
"C6GN Medium","c6gn.medium","2.0 GiB","1 vCPUs","EBS only","Up to 16 Gigabit","$0.0536 hourly","$0.0338 hourly","unavailable","unavailable","unavailable"
"M6GD Medium","m6gd.medium","4.0 GiB","1 vCPUs","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0554 hourly","$0.0349 hourly","unavailable","unavailable","unavailable"
"M7G Medium","m7g.medium","4.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0561 hourly","$0.0371 hourly","unavailable","unavailable","unavailable"
"R6G Medium","r6g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 10 Gigabit","$0.0620 hourly","$0.0391 hourly","unavailable","unavailable","unavailable"
"R7G Medium","r7g.medium","8.0 GiB","1 vCPUs","EBS only","Up to 12.5 Gigabit","$0.0659 hourly","$0.0436 hourly","unavailable","unavailable","unavailable"
"T4G Large","t4g.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.0803 hourly","$0.0506 hourly","unavailable","unavailable","unavailable"
"C6G Large","c6g.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0850 hourly","$0.0536 hourly","unavailable","unavailable","unavailable"
"M6G Large","m6g.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0940 hourly","$0.0598 hourly","unavailable","unavailable","unavailable"
"C5A Large","c5a.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.0950 hourly","$0.0600 hourly","unavailable","$0.1870 hourly","$0.1520 hourly"
"T3 Large","t3.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","EBS only","Up to 5 Gigabit","$0.1003 hourly","$0.0632 hourly","unavailable","$0.1279 hourly","$0.0908 hourly"
"C6I Large","c6i.large","4.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1056 hourly","$0.0698 hourly","unavailable","$0.1976 hourly","$0.1618 hourly"
"C5 High-CPU Large","c5.large","4.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1060 hourly","$0.0670 hourly","unavailable","$0.1980 hourly","$0.1590 hourly"
"C6GN Large","c6gn.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1072 hourly","$0.0677 hourly","unavailable","unavailable","unavailable"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1080 hourly","$0.0680 hourly","unavailable","$0.2000 hourly","$0.1600 hourly"
"M6GD Large","m6gd.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1109 hourly","$0.0699 hourly","unavailable","unavailable","unavailable"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1122 hourly","$0.0742 hourly","unavailable","unavailable","unavailable"
"M5 General Purpose Large","m5.large","8.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1180 hourly","$0.0740 hourly","unavailable","$0.2100 hourly","$0.1660 hourly"
"C5 High-CPU Large","c5d.large","4.0 GiB","2 vCPUs","50 GB                 NVMe SSD","Up to 10 Gigabit","$0.1200 hourly","$0.0760 hourly","unavailable","$0.2120 hourly","$0.1680 hourly"
"R6G Large","r6g.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1241 hourly","$0.0782 hourly","unavailable","unavailable","unavailable"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1318 hourly","$0.0872 hourly","unavailable","unavailable","unavailable"
"M6I Large","m6i.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1320 hourly","$0.0873 hourly","unavailable","$0.2240 hourly","$0.1793 hourly"
"C5N Large","c5n.large","5.25 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1340 hourly","$0.0840 hourly","unavailable","$0.2260 hourly","$0.1760 hourly"
"M5 General Purpose Large","m5d.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1390 hourly","$0.0870 hourly","unavailable","$0.2310 hourly","$0.1790 hourly"
"C6IN Large","c6in.large","4.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","$0.1407 hourly","$0.0882 hourly","unavailable","$0.2327 hourly","$0.1802 hourly"
"R5 Large","r5.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","$0.1550 hourly","$0.0980 hourly","unavailable","$0.2470 hourly","$0.1900 hourly"
"R6I Large","r6i.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","$0.1551 hourly","$0.0977 hourly","unavailable","$0.2471 hourly","$0.1897 hourly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.1606 hourly","$0.1012 hourly","unavailable","unavailable","unavailable"
"C6G Extra Large","c6g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1700 hourly","$0.1071 hourly","unavailable","unavailable","unavailable"
"R5D Large","r5d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1760 hourly","$0.1110 hourly","unavailable","$0.2680 hourly","$0.2030 hourly"
"M6G Extra Large","m6g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1880 hourly","$0.1197 hourly","unavailable","unavailable","unavailable"
"I3 High I/O Large","i3.large","15.25 GiB","2 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.1890 hourly","$0.1290 hourly","unavailable","$0.2810 hourly","$0.2210 hourly"
"C5A Extra Large","c5a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.1900 hourly","$0.1200 hourly","unavailable","$0.3740 hourly","$0.3040 hourly"
"T3 Extra Large","t3.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.2006 hourly","$0.1264 hourly","unavailable","$0.2742 hourly","$0.2000 hourly"
"I4I Large","i4i.large","16.0 GiB","2 vCPUs","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.2080 hourly","$0.1360 hourly","unavailable","$0.3000 hourly","$0.2280 hourly"
"C5 High-CPU Extra Large","c5.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2110 hourly","$0.1330 hourly","unavailable","$0.3950 hourly","$0.3170 hourly"
"C6I Extra Large","c6i.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2112 hourly","$0.1397 hourly","unavailable","$0.3952 hourly","$0.3237 hourly"
"C6GN Extra Large","c6gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2144 hourly","$0.1353 hourly","unavailable","unavailable","unavailable"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2160 hourly","$0.1360 hourly","unavailable","$0.4000 hourly","$0.3200 hourly"
"M6GD Extra Large","m6gd.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.2218 hourly","$0.1397 hourly","unavailable","unavailable","unavailable"
"M7G Extra Large","m7g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2244 hourly","$0.1484 hourly","unavailable","unavailable","unavailable"
"M5 General Purpose Extra Large","m5.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2350 hourly","$0.1480 hourly","unavailable","$0.4190 hourly","$0.3320 hourly"
"C5 High-CPU Extra Large","c5d.xlarge","8.0 GiB","4 vCPUs","100 GB                 NVMe SSD","Up to 10 Gigabit","$0.2400 hourly","$0.1510 hourly","unavailable","$0.4240 hourly","$0.3350 hourly"
"R6G Extra Large","r6g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.2482 hourly","$0.1563 hourly","unavailable","unavailable","unavailable"
"R7G Extra Large","r7g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2637 hourly","$0.1744 hourly","unavailable","unavailable","unavailable"
"M6I Extra Large","m6i.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.2640 hourly","$0.1746 hourly","unavailable","$0.4480 hourly","$0.3586 hourly"
"C5N Extra Large","c5n.xlarge","10.5 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2680 hourly","$0.1680 hourly","unavailable","$0.4520 hourly","$0.3520 hourly"
"I3EN Large","i3en.large","16.0 GiB","2 vCPUs","1250 GB                 NVMe SSD","Up to 25 Gigabit","$0.2740 hourly","$0.1880 hourly","unavailable","$0.3660 hourly","$0.2800 hourly"
"M5 General Purpose Extra Large","m5d.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.2770 hourly","$0.1750 hourly","unavailable","$0.4610 hourly","$0.3590 hourly"
"INF1 Extra Large","inf1.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","$0.2800 hourly","$0.1910 hourly","unavailable","unavailable","unavailable"
"C6IN Extra Large","c6in.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","$0.2814 hourly","$0.1764 hourly","unavailable","$0.4654 hourly","$0.3604 hourly"
"R5 Extra Large","r5.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.3100 hourly","$0.1950 hourly","unavailable","$0.4940 hourly","$0.3790 hourly"
"R6I Extra Large","r6i.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3102 hourly","$0.1954 hourly","unavailable","$0.4942 hourly","$0.3794 hourly"
"T4G Double Extra Large","t4g.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.3213 hourly","$0.2024 hourly","unavailable","unavailable","unavailable"
"C6G Double Extra Large","c6g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3400 hourly","$0.2142 hourly","unavailable","unavailable","unavailable"
"R5D Extra Large","r5d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.3520 hourly","$0.2220 hourly","unavailable","$0.5360 hourly","$0.4060 hourly"
"M6G Double Extra Large","m6g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3760 hourly","$0.2394 hourly","unavailable","unavailable","unavailable"
"I3 High I/O Extra Large","i3.xlarge","30.5 GiB","4 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.3780 hourly","$0.2590 hourly","unavailable","$0.5620 hourly","$0.4430 hourly"
"C5A Double Extra Large","c5a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.3800 hourly","$0.2390 hourly","unavailable","$0.7480 hourly","$0.6070 hourly"
"T3 Double Extra Large","t3.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","$0.4013 hourly","$0.2528 hourly","unavailable","$0.5485 hourly","$0.4000 hourly"
"I4I Extra Large","i4i.xlarge","32.0 GiB","4 vCPUs","937 GB                 NVMe SSD","Up to 10 Gigabit","$0.4160 hourly","$0.2710 hourly","unavailable","$0.6000 hourly","$0.4550 hourly"
"C5 High-CPU Double Extra Large","c5.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4220 hourly","$0.2660 hourly","unavailable","$0.7900 hourly","$0.6340 hourly"
"C6I Double Extra Large","c6i.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.4224 hourly","$0.2794 hourly","unavailable","$0.7904 hourly","$0.6474 hourly"
"C6GN Double Extra Large","c6gn.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4288 hourly","$0.2706 hourly","unavailable","unavailable","unavailable"
"C5AD Double Extra Large","c5ad.2xlarge","16.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.4320 hourly","$0.2720 hourly","unavailable","$0.8000 hourly","$0.6400 hourly"
"M6GD Double Extra Large","m6gd.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.4435 hourly","$0.2794 hourly","unavailable","unavailable","unavailable"
"INF1 Double Extra Large","inf1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4440 hourly","$0.3030 hourly","unavailable","unavailable","unavailable"
"M7G Double Extra Large","m7g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.4488 hourly","$0.2969 hourly","unavailable","unavailable","unavailable"
"M5 General Purpose Double Extra Large","m5.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4710 hourly","$0.2970 hourly","unavailable","$0.8390 hourly","$0.6650 hourly"
"C5 High-CPU Double Extra Large","c5d.2xlarge","16.0 GiB","8 vCPUs","200 GB                 NVMe SSD","Up to 10 Gigabit","$0.4800 hourly","$0.3020 hourly","unavailable","$0.8480 hourly","$0.6700 hourly"
"R6G Double Extra Large","r6g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4963 hourly","$0.3127 hourly","unavailable","unavailable","unavailable"
"R7G Double Extra Large","r7g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.5273 hourly","$0.3488 hourly","unavailable","unavailable","unavailable"
"M6I Double Extra Large","m6i.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.5280 hourly","$0.3493 hourly","unavailable","$0.8960 hourly","$0.7173 hourly"
"C5N Double Extra Large","c5n.2xlarge","21.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.5360 hourly","$0.3360 hourly","unavailable","$0.9040 hourly","$0.7040 hourly"
"I3EN Extra Large","i3en.xlarge","32.0 GiB","4 vCPUs","2500 GB                 NVMe SSD","Up to 25 Gigabit","$0.5480 hourly","$0.3750 hourly","unavailable","$0.7320 hourly","$0.5590 hourly"
"M5 General Purpose Double Extra Large","m5d.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5540 hourly","$0.3490 hourly","unavailable","$0.9220 hourly","$0.7170 hourly"
"C6IN Double Extra Large","c6in.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.5628 hourly","$0.3528 hourly","unavailable","$0.9308 hourly","$0.7208 hourly"
"R5 Double Extra Large","r5.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.6200 hourly","$0.3910 hourly","unavailable","$0.9880 hourly","$0.7590 hourly"
"R6I Double Extra Large","r6i.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6204 hourly","$0.3908 hourly","unavailable","$0.9884 hourly","$0.7589 hourly"
"G4DN Extra Large","g4dn.xlarge","16.0 GiB","4 vCPUs","125 GB                 NVMe SSD","Up to 25 Gigabit","$0.6450 hourly","$0.4400 hourly","unavailable","$0.8290 hourly","$0.6240 hourly"
"C6G Quadruple Extra Large","c6g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6800 hourly","$0.4284 hourly","unavailable","unavailable","unavailable"
"R5D Double Extra Large","r5d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.7040 hourly","$0.4440 hourly","unavailable","$1.0720 hourly","$0.8120 hourly"
"M6G Quadruple Extra Large","m6g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.7520 hourly","$0.4788 hourly","unavailable","unavailable","unavailable"
"I3 High I/O Double Extra Large","i3.2xlarge","61.0 GiB","8 vCPUs","1900 GB                 NVMe SSD","Up to 10 Gigabit","$0.7570 hourly","$0.5170 hourly","unavailable","$1.1250 hourly","$0.8850 hourly"
"C5A Quadruple Extra Large","c5a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.7600 hourly","$0.4790 hourly","unavailable","$1.4960 hourly","$1.2150 hourly"
"D2 Extra Large","d2.xlarge","30.5 GiB","4 vCPUs","6144 GB                 (3 * 2048 GB HDD)","Moderate","$0.8090 hourly","$0.4410 hourly","unavailable","$0.9930 hourly","$0.6250 hourly"
"I4I Double Extra Large","i4i.2xlarge","64.0 GiB","8 vCPUs","1875 GB                 NVMe SSD","Up to 12 Gigabit","$0.8320 hourly","$0.5420 hourly","unavailable","$1.2000 hourly","$0.9100 hourly"
"C6I Quadruple Extra Large","c6i.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.8448 hourly","$0.5588 hourly","unavailable","$1.5808 hourly","$1.2948 hourly"
"C5 High-CPU Quadruple Extra Large","c5.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.8450 hourly","$0.5320 hourly","unavailable","$1.5810 hourly","$1.2680 hourly"
"C6GN Quadruple Extra Large","c6gn.4xlarge","32.0 GiB","16 vCPUs","EBS only","25 Gigabit","$0.8576 hourly","$0.5413 hourly","unavailable","unavailable","unavailable"
"C5AD Quadruple Extra Large","c5ad.4xlarge","32.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.8640 hourly","$0.5440 hourly","unavailable","$1.6000 hourly","$1.2800 hourly"
"M6GD Quadruple Extra Large","m6gd.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.8870 hourly","$0.5588 hourly","unavailable","unavailable","unavailable"
"M7G Quadruple Extra Large","m7g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.8976 hourly","$0.5938 hourly","unavailable","unavailable","unavailable"
"G4DN Double Extra Large","g4dn.2xlarge","32.0 GiB","8 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$0.9220 hourly","$0.6290 hourly","unavailable","$1.2900 hourly","$0.9970 hourly"
"M5 General Purpose Quadruple Extra Large","m5.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.9420 hourly","$0.5930 hourly","unavailable","$1.6780 hourly","$1.3290 hourly"
"C5 High-CPU Quadruple Extra Large","c5d.4xlarge","32.0 GiB","16 vCPUs","400 GB                 NVMe SSD","Up to 10 Gigabit","$0.9590 hourly","$0.6040 hourly","unavailable","$1.6950 hourly","$1.3400 hourly"
"R6G Quadruple Extra Large","r6g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.9926 hourly","$0.6254 hourly","unavailable","unavailable","unavailable"
"R7G Quadruple Extra Large","r7g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$1.0547 hourly","$0.6976 hourly","unavailable","unavailable","unavailable"
"M6I Quadruple Extra Large","m6i.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$1.0560 hourly","$0.6985 hourly","unavailable","$1.7920 hourly","$1.4345 hourly"
"C5N Quadruple Extra Large","c5n.4xlarge","42.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$1.0720 hourly","$0.6720 hourly","unavailable","$1.8080 hourly","$1.4080 hourly"
"I3EN Double Extra Large","i3en.2xlarge","64.0 GiB","8 vCPUs","5000 GB                 (2 * 2500 GB NVMe SSD)","Up to 25 Gigabit","$1.0950 hourly","$0.7510 hourly","unavailable","$1.4630 hourly","$1.1190 hourly"
"M5 General Purpose Quadruple Extra Large","m5d.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.1090 hourly","$0.6990 hourly","unavailable","$1.8450 hourly","$1.4350 hourly"
"C6IN Quadruple Extra Large","c6in.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$1.1256 hourly","$0.7056 hourly","unavailable","$1.8616 hourly","$1.4416 hourly"
"R6I Quadruple Extra Large","r6i.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$1.2408 hourly","$0.7817 hourly","unavailable","$1.9768 hourly","$1.5177 hourly"
"R5 Quadruple Extra Large","r5.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.2410 hourly","$0.7820 hourly","unavailable","$1.9770 hourly","$1.5180 hourly"
"C6G Eight Extra Large","c6g.8xlarge","64.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.3600 hourly","$0.8568 hourly","unavailable","unavailable","unavailable"
"R5D Quadruple Extra Large","r5d.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.4080 hourly","$0.8870 hourly","unavailable","$2.1440 hourly","$1.6230 hourly"
"INF1 6xlarge","inf1.6xlarge","48.0 GiB","24 vCPUs","EBS only","25 Gigabit","$1.4470 hourly","$0.9870 hourly","unavailable","unavailable","unavailable"
"G4DN Quadruple Extra Large","g4dn.4xlarge","64.0 GiB","16 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$1.4770 hourly","$1.0080 hourly","unavailable","$2.2130 hourly","$1.7440 hourly"
"M6G Eight Extra Large","m6g.8xlarge","128.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.5040 hourly","$0.9576 hourly","unavailable","unavailable","unavailable"
"I3 High I/O Quadruple Extra Large","i3.4xlarge","122.0 GiB","16 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","Up to 10 Gigabit","$1.5140 hourly","$1.0350 hourly","unavailable","$2.2500 hourly","$1.7710 hourly"
"C5A Eight Extra Large","c5a.8xlarge","64.0 GiB","32 vCPUs","EBS only","10 Gigabit","$1.5200 hourly","$0.9580 hourly","unavailable","$2.9920 hourly","$2.4300 hourly"
"D2 Double Extra Large","d2.2xlarge","61.0 GiB","8 vCPUs","12288 GB                 (6 * 2048 GB HDD)","High","$1.6170 hourly","$0.8830 hourly","unavailable","$1.9850 hourly","$1.2510 hourly"
"I3EN 3xlarge","i3en.3xlarge","96.0 GiB","12 vCPUs","7500 GB                 NVMe SSD","Up to 25 Gigabit","$1.6430 hourly","$1.1260 hourly","unavailable","$2.1950 hourly","$1.6780 hourly"
"I4I Quadruple Extra Large","i4i.4xlarge","128.0 GiB","16 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$1.6630 hourly","$1.0850 hourly","unavailable","$2.3990 hourly","$1.8210 hourly"
"C6I Eight Extra Large","c6i.8xlarge","64.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.6896 hourly","$1.1177 hourly","unavailable","$3.1616 hourly","$2.5897 hourly"
"C6GN Eight Extra Large","c6gn.8xlarge","64.0 GiB","32 vCPUs","EBS only","50 Gigabit","$1.7152 hourly","$1.0826 hourly","unavailable","unavailable","unavailable"
"C5AD Eight Extra Large","c5ad.8xlarge","64.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$1.7280 hourly","$1.0890 hourly","unavailable","$3.2000 hourly","$2.5610 hourly"
"M6GD Eight Extra Large","m6gd.8xlarge","128.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$1.7741 hourly","$1.1177 hourly","unavailable","unavailable","unavailable"
"M7G Eight Extra Large","m7g.8xlarge","128.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.7952 hourly","$1.1875 hourly","unavailable","unavailable","unavailable"
"M5 General Purpose Eight Extra Large","m5.8xlarge","128.0 GiB","32 vCPUs","EBS only","10 Gigabit","$1.8830 hourly","$1.1860 hourly","unavailable","$3.3550 hourly","$2.6580 hourly"
"C5 High-CPU 9xlarge","c5.9xlarge","72.0 GiB","36 vCPUs","EBS only","12 Gigabit","$1.9010 hourly","$1.1980 hourly","unavailable","$3.5570 hourly","$2.8540 hourly"
"R6G Eight Extra Large","r6g.8xlarge","256.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.9853 hourly","$1.2507 hourly","unavailable","unavailable","unavailable"
"C6G 12xlarge","c6g.12xlarge","96.0 GiB","48 vCPUs","EBS only","20 Gigabit","$2.0400 hourly","$1.2852 hourly","unavailable","unavailable","unavailable"
"R7G Eight Extra Large","r7g.8xlarge","256.0 GiB","32 vCPUs","EBS only","15 Gigabit","$2.1094 hourly","$1.3951 hourly","unavailable","unavailable","unavailable"
"M6I Eight Extra Large","m6i.8xlarge","128.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$2.1120 hourly","$1.3971 hourly","unavailable","$3.5840 hourly","$2.8691 hourly"
"C5 High-CPU 9xlarge","c5d.9xlarge","72.0 GiB","36 vCPUs","900 GB                 NVMe SSD","12 Gigabit","$2.1580 hourly","$1.3600 hourly","unavailable","$3.8140 hourly","$3.0160 hourly"
"M5 General Purpose Eight Extra Large","m5d.8xlarge","128.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$2.2180 hourly","$1.3970 hourly","unavailable","$3.6900 hourly","$2.8690 hourly"
"C6IN Eight Extra Large","c6in.8xlarge","64.0 GiB","32 vCPUs","EBS only","50 Gigabit","$2.2512 hourly","$1.4112 hourly","unavailable","$3.7232 hourly","$2.8832 hourly"
